claim_id,SSN,claim_age,patient_name,patient_id,provider_id,provider_name,claim_amount,approved_amount,claim_status,submission_date,adjudication_date,payment_date,denial_reason
CLM500195,812-31-9690,31,Patricia Rodriguez,P00164,PR005,UnitedHealthcare,58062,46596,Approved,27-01-2024,14-02-2024,15-03-2024,
CLM500196,461-29-8300,61,David Williams,P00102,PR005,UnitedHealthcare,52856,0,Denied,25-10-2024,31-10-2024,,Incorrect Member ID
CLM500197,571-88-5597,90,Jennifer Wilson,P00029,PR006,Blue Cross Blue Shield,18575,18277,Approved,15-08-2024,01-09-2024,19-09-2024,
CLM500198,646-23-4578,32,William Johnson,P00165,PR007,Humana,33141,22878,Approved,30-04-2024,12-05-2024,24-05-2024,
CLM500199,491-41-7063,53,Robert Hernandez,P00166,PR015,Molina Healthcare,40804,0,Denied,14-10-2024,01-11-2024,,Policy Lapsed
CLM500200,690-67-7542,33,Karen Garcia,P00167,PR010,Davis Vision,8000,5932,Approved,17-02-2024,21-02-2024,21-03-2024,
CLM500201,143-63-1343,77,Linda Miller,P00168,PR009,Vision Service Plan,51022,43537,Approved,06-02-2024,15-02-2024,14-03-2024,
CLM500202,828-30-8885,27,Mark Rodriguez,P00147,PR002,Medicaid,17946,17506,Approved,14-08-2024,22-08-2024,06-09-2024,
CLM500203,577-13-2825,79,David Brown,P00169,PR014,Anthem,54972,0,Denied,10-05-2024,15-05-2024,,Invalid CPT Code
CLM500204,178-25-1755,80,Anthony Davis,P00170,PR010,Davis Vision,37180,33199,Approved,01-08-2024,14-08-2024,12-09-2024,
CLM500205,181-18-4889,65,Jennifer Davis,P00119,PR013,Superior Vision,58150,53654,Approved,09-10-2024,21-10-2024,10-11-2024,
CLM500206,953-76-7451,84,Karen Jones,P00171,PR008,Kaiser Permanente,29823,0,Denied,28-03-2024,17-04-2024,,Coverage Not Eligible
CLM500207,307-49-4033,30,Jessica Jones,P00154,PR005,UnitedHealthcare,38376,37919,Approved,02-09-2024,22-09-2024,04-10-2024,
CLM500208,997-83-4031,37,Robert Moore,P00172,PR007,Humana,6824,6001,Approved,24-04-2024,01-05-2024,24-05-2024,
CLM500209,397-86-9363,44,Jessica Miller,P00173,PR015,Molina Healthcare,45160,37045,Approved,06-05-2024,11-05-2024,09-06-2024,
CLM500210,847-63-9393,76,Daniel Hernandez,P00174,PR009,Vision Service Plan,4702,3674,Approved,24-08-2024,08-09-2024,18-09-2024,
CLM500211,666-56-1527,32,Jessica Martin,P00175,PR014,Anthem,34004,26245,Approved,07-05-2024,14-05-2024,30-05-2024,
CLM500212,770-20-1613,76,Joseph Ramore,P00024,PR003,Aetna,31125,0,Denied,06-07-2024,12-07-2024,,Missing Documentation
CLM500213,499-69-7787,42,Paul Rodriguez,P00176,PR011,Spectera,48128,0,Denied,24-01-2024,12-02-2024,,Duplicate Claim
CLM500214,324-73-3880,40,Joseph Martinez,P00177,PR007,Humana,19226,13837,Approved,05-05-2024,21-05-2024,20-06-2024,
CLM500215,925-35-8252,87,Mark Anderson,P00114,PR013,Superior Vision,37833,34057,Approved,06-01-2024,16-01-2024,30-01-2024,
CLM500216,333-28-9688,58,Olivia Ramore,P00100,PR012,EyeMed,56051,0,Denied,24-08-2024,13-09-2024,,Coverage Not Eligible
CLM500217,446-94-3162,69,Joseph Thomas,P00178,PR009,Vision Service Plan,50703,47792,Approved,08-01-2024,14-01-2024,04-02-2024,
CLM500218,363-12-6079,61,Thomas Gonzalez,P00179,PR006,Blue Cross Blue Shield,28057,21081,Approved,21-08-2024,26-08-2024,10-09-2024,
CLM500219,466-38-2495,52,Paul Anderson,P00180,PR015,Molina Healthcare,52531,43134,Approved,06-09-2024,20-09-2024,15-10-2024,
CLM500220,208-76-6869,31,Mary Hernandez,P00181,PR003,Aetna,10853,8797,Approved,12-06-2024,02-07-2024,19-07-2024,
CLM500221,414-73-3314,78,Anthony Thomas,P00182,PR001,Medicare,12304,10256,Approved,27-04-2024,14-05-2024,31-05-2024,
CLM500222,886-74-8088,82,Andrew Jackson,P00183,PR005,UnitedHealthcare,51404,42389,Approved,16-09-2024,21-09-2024,01-10-2024,
CLM500223,986-85-9844,31,Susan Ramore,P00184,PR012,EyeMed,54694,36923,Approved,28-08-2024,02-09-2024,18-09-2024,
CLM500224,604-33-6216,23,Olivia Jackson,P00185,PR007,Humana,53701,0,Denied,11-06-2024,26-06-2024,,Missing Documentation
CLM500225,889-80-4121,21,Richard Brown,P00186,PR009,Vision Service Plan,25853,23245,Approved,07-06-2024,19-06-2024,30-06-2024,
CLM500226,417-89-9425,88,William Miller,P00106,PR006,Blue Cross Blue Shield,8923,8458,Approved,12-06-2024,24-06-2024,04-07-2024,
CLM500227,131-25-3304,45,Paul Miller,P00187,PR011,Spectera,17727,16525,Approved,16-03-2024,24-03-2024,23-04-2024,
CLM500228,580-20-3160,77,Robert Jackson,P00188,PR004,Cigna,10820,8339,Approved,30-05-2024,14-06-2024,04-07-2024,
CLM500229,385-42-9194,23,Sophia Taylor,P00189,PR006,Blue Cross Blue Shield,23974,23275,Approved,14-09-2024,21-09-2024,02-10-2024,
CLM500230,580-94-1871,67,Charles Smith,P00190,PR004,Cigna,54143,0,Denied,19-08-2024,05-09-2024,,Missing Documentation
CLM500231,451-61-5346,55,Linda Garcia,P00149,PR003,Aetna,49195,33142,Approved,10-09-2024,17-09-2024,05-10-2024,
CLM500232,544-89-4813,45,Robert Anderson,P00123,PR015,Molina Healthcare,38779,34961,Approved,15-01-2024,01-02-2024,20-02-2024,
CLM500233,274-30-8476,86,Andrew Martin,P00191,PR005,UnitedHealthcare,23930,0,Denied,14-06-2024,29-06-2024,,Coverage Not Eligible
CLM500234,690-76-6313,87,Andrew Brown,P00146,PR014,Anthem,35063,29293,Approved,13-03-2024,28-03-2024,10-04-2024,
CLM500235,956-20-2397,27,Emily Rodriguez,P00192,PR008,Kaiser Permanente,13210,12755,Approved,05-06-2024,15-06-2024,13-07-2024,
CLM500236,155-77-5102,78,Matthew Gonzalez,P00085,PR003,Aetna,55716,53226,Approved,19-09-2024,02-10-2024,21-10-2024,
CLM500237,620-53-3216,25,Michael Rodriguez,P00193,PR013,Superior Vision,6007,0,Denied,10-10-2024,30-10-2024,,Timely Filing Limit Exceeded
CLM500238,718-87-2078,70,Rosie Jones,P00194,PR012,EyeMed,25170,23080,Approved,26-09-2024,01-10-2024,30-10-2024,
CLM500239,739-30-3508,19,William Smith,P00056,PR011,Spectera,15511,10350,Approved,04-01-2024,19-01-2024,14-02-2024,
CLM500240,140-19-9946,77,Karen Johnson,P00195,PR008,Kaiser Permanente,57340,0,Denied,03-01-2024,12-01-2024,,Incorrect Member ID
CLM500241,997-83-4031,59,Robert Moore,P00172,PR005,UnitedHealthcare,16219,11049,Approved,14-10-2024,29-10-2024,10-11-2024,
CLM500242,818-95-9419,85,Barbara Ramore,P00067,PR011,Spectera,40906,34119,Approved,10-01-2024,24-01-2024,17-02-2024,
CLM500243,798-59-8655,39,James Lopez,P00196,PR010,Davis Vision,4860,0,Denied,19-10-2024,02-11-2024,,Duplicate Claim
CLM500244,322-45-4278,60,Olivia Anderson,P00197,PR008,Kaiser Permanente,19075,13489,Approved,03-05-2024,12-05-2024,09-06-2024,
CLM500245,782-35-8927,34,Andrew Smith,P00198,PR007,Humana,45591,39343,Approved,27-08-2024,01-09-2024,10-09-2024,
CLM500246,547-12-9711,21,Rosie Thomas,P00199,PR004,Cigna,2395,0,Denied,12-07-2024,18-07-2024,,Policy Lapsed
CLM500247,912-21-2229,73,Elizabeth Jackson,P00200,PR010,Davis Vision,30138,29642,Approved,30-07-2024,18-08-2024,08-09-2024,
CLM500248,624-79-8404,37,Jennifer Garcia,P00201,PR014,Anthem,28849,25433,Approved,01-09-2024,13-09-2024,22-09-2024,
CLM500249,375-68-6000,25,Emily Martinez,P00202,PR015,Molina Healthcare,46882,46326,Approved,01-07-2024,10-07-2024,25-07-2024,
CLM500250,703-67-9787,55,Mark Smith,P00203,PR012,EyeMed,32349,21673,Approved,15-10-2024,31-10-2024,13-11-2024,
CLM500251,243-95-2433,39,Isabella Jackson,P00204,PR012,EyeMed,30086,26445,Approved,26-04-2024,15-05-2024,08-06-2024,
CLM500252,326-95-4212,31,Karen Ramore,P00205,PR014,Anthem,11707,9077,Approved,26-07-2024,04-08-2024,12-08-2024,
CLM500253,827-38-5121,33,Charles Hernandez,P00206,PR003,Aetna,44720,0,Denied,18-01-2024,03-02-2024,,Coverage Not Eligible
CLM500254,608-50-4455,33,Daniel Smith,P00207,PR011,Spectera,31502,23248,Approved,14-07-2024,20-07-2024,27-07-2024,
CLM500255,531-49-1670,87,Jessica Anderson,P00107,PR012,EyeMed,39844,31256,Approved,19-08-2024,06-09-2024,02-10-2024,
CLM500256,545-33-6192,81,Mary Davis,P00208,PR013,Superior Vision,20240,0,Denied,15-01-2024,04-02-2024,,Policy Lapsed
CLM500257,987-39-6678,88,Robert Jones,P00209,PR005,UnitedHealthcare,17585,12479,Approved,24-03-2024,11-04-2024,04-05-2024,
CLM500258,469-35-1160,69,Olivia Gonzalez,P00210,PR014,Anthem,27433,25338,Approved,19-07-2024,26-07-2024,21-08-2024,
CLM500259,650-20-6490,79,Sarah Hernandez,P00127,PR004,Cigna,8127,5442,Approved,09-07-2024,23-07-2024,11-08-2024,
CLM500260,465-56-2336,23,Mark Gonzalez,P00211,PR010,Davis Vision,45664,38319,Approved,21-04-2024,26-04-2024,04-05-2024,
CLM500261,375-68-6000,83,Emily Martinez,P00202,PR006,Blue Cross Blue Shield,24351,23219,Approved,02-09-2024,12-09-2024,26-09-2024,
CLM500262,163-57-8827,49,Linda Lopez,P00093,PR014,Anthem,2950,2327,Approved,24-08-2024,07-09-2024,16-09-2024,
CLM500263,515-89-3216,62,William Jackson,P00141,PR008,Kaiser Permanente,36266,31263,Approved,25-01-2024,29-01-2024,20-02-2024,
CLM500264,669-18-5668,77,Elizabeth Garcia,P00132,PR013,Superior Vision,18176,13129,Approved,19-07-2024,30-07-2024,10-08-2024,
CLM500265,176-35-4417,25,Mark Davis,P00005,PR012,EyeMed,13963,13662,Approved,07-04-2024,26-04-2024,09-05-2024,
CLM500266,349-69-4310,83,Patricia Smith,P00212,PR002,Medicaid,30423,30019,Approved,01-10-2024,18-10-2024,03-11-2024,
CLM500267,227-28-8657,75,Mary Ramore,P00136,PR005,UnitedHealthcare,56635,48346,Approved,30-06-2024,16-07-2024,11-08-2024,
CLM500268,534-52-8871,51,Linda Wilson,P00213,PR013,Superior Vision,19329,15678,Approved,06-08-2024,19-08-2024,30-08-2024,
CLM500269,925-99-1270,19,Mary Smith,P00214,PR005,UnitedHealthcare,24203,21458,Approved,24-04-2024,10-05-2024,30-05-2024,
CLM500270,828-30-8885,44,Mark Rodriguez,P00147,PR009,Vision Service Plan,46792,44462,Approved,22-06-2024,06-07-2024,20-07-2024,
CLM500271,702-19-8586,30,Isabella Martin,P00215,PR007,Humana,51901,48424,Approved,17-05-2024,06-06-2024,05-07-2024,
CLM500272,225-41-7730,27,Daniel Moore,P00115,PR007,Humana,29509,19398,Approved,26-02-2024,07-03-2024,20-03-2024,
CLM500273,118-86-7240,38,Olivia Thomas,P00216,PR011,Spectera,7621,5028,Approved,28-06-2024,04-07-2024,24-07-2024,
CLM500274,580-26-2324,55,Sarah Miller,P00217,PR003,Aetna,28800,25836,Approved,04-09-2024,18-09-2024,01-10-2024,
CLM500275,616-32-8039,55,Charles Brown,P00218,PR008,Kaiser Permanente,19186,16033,Approved,03-08-2024,07-08-2024,01-09-2024,
CLM500276,764-76-7032,74,Olivia Hernandez,P00051,PR015,Molina Healthcare,9834,6814,Approved,05-09-2024,16-09-2024,06-10-2024,
CLM500277,303-29-1579,28,Charles Davis,P00219,PR006,Blue Cross Blue Shield,25042,18501,Approved,27-04-2024,02-05-2024,27-05-2024,
CLM500278,559-95-3586,89,Barbara Wilson,P00220,PR012,EyeMed,17366,11831,Approved,11-09-2024,17-09-2024,29-09-2024,
CLM500279,770-85-5993,60,Sophia Anderson,P00120,PR013,Superior Vision,1712,1597,Approved,21-03-2024,02-04-2024,15-04-2024,
CLM500280,898-16-4006,19,Barbara Gonzalez,P00221,PR011,Spectera,51481,0,Denied,22-04-2024,11-05-2024,,Policy Lapsed
CLM500281,232-38-9819,67,Elizabeth Hernandez,P00142,PR015,Molina Healthcare,56271,41515,Approved,10-01-2024,17-01-2024,25-01-2024,
CLM500282,586-21-1509,88,Anthony Lopez,P00222,PR013,Superior Vision,49134,41602,Approved,24-09-2024,10-10-2024,27-10-2024,
CLM500283,102-75-1810,34,William Wilson,P00223,PR012,EyeMed,4857,4838,Approved,03-01-2024,11-01-2024,01-02-2024,
CLM500284,624-76-5849,45,Paul Williams,P00224,PR010,Davis Vision,54528,51076,Approved,09-06-2024,17-06-2024,26-06-2024,
CLM500285,180-29-1660,38,Richard Rodriguez,P00225,PR009,Vision Service Plan,39634,0,Denied,10-06-2024,23-06-2024,,Missing Documentation
CLM500286,989-86-4006,51,Patricia Miller,P00098,PR005,UnitedHealthcare,5704,4881,Approved,23-02-2024,04-03-2024,21-03-2024,
CLM500287,469-35-1160,79,Olivia Gonzalez,P00210,PR014,Anthem,56238,0,Denied,20-08-2024,04-09-2024,,Timely Filing Limit Exceeded
CLM500288,670-45-8204,81,Elizabeth Jones,P00226,PR004,Cigna,1833,1659,Approved,18-03-2024,28-03-2024,10-04-2024,
CLM500289,742-13-9192,35,Charles Anderson,P00227,PR004,Cigna,54545,36160,Approved,06-08-2024,18-08-2024,13-09-2024,
CLM500290,699-57-6973,40,Daniel Lopez,P00228,PR014,Anthem,53870,53053,Approved,27-10-2024,06-11-2024,30-11-2024,
CLM500291,702-57-3922,48,Barbara Brown,P00229,PR004,Cigna,10068,7327,Approved,10-08-2024,15-08-2024,31-08-2024,
CLM500292,341-10-1231,57,Susan Taylor,P00002,PR005,UnitedHealthcare,59676,57965,Approved,11-05-2024,29-05-2024,27-06-2024,
CLM500293,919-56-4389,43,Jessica Brown,P00230,PR006,Blue Cross Blue Shield,57280,46361,Approved,07-06-2024,18-06-2024,16-07-2024,
CLM500294,776-93-7347,72,Richard Lopez,P00231,PR003,Aetna,28937,20651,Approved,27-03-2024,10-04-2024,17-04-2024,
CLM500295,527-23-7551,67,Charles Wilson,P00232,PR002,Medicaid,41118,0,Denied,14-04-2024,03-05-2024,,Policy Lapsed
CLM500296,115-29-4842,85,Thomas Lopez,P00233,PR014,Anthem,58315,52199,Approved,08-05-2024,21-05-2024,28-05-2024,
CLM500297,668-92-4147,89,Andrew Hernandez,P00234,PR001,Medicare,34292,31955,Approved,24-05-2024,28-05-2024,26-06-2024,
CLM500298,519-47-6983,46,Paul Moore,P00006,PR003,Aetna,14727,9791,Approved,15-07-2024,23-07-2024,31-07-2024,
CLM500299,702-32-2821,26,Karen Thomas,P00235,PR001,Medicare,59761,41324,Approved,15-07-2024,22-07-2024,02-08-2024,
CLM500300,973-99-5632,23,Charles Jones,P00236,PR002,Medicaid,32798,24893,Approved,03-02-2024,11-02-2024,06-03-2024,
CLM500301,642-64-9414,60,Rosie Hernandez,P00083,PR014,Anthem,24014,16912,Approved,27-01-2024,02-02-2024,25-02-2024,
CLM500302,916-61-7397,61,Patricia Martinez,P00237,PR009,Vision Service Plan,49768,38114,Approved,17-07-2024,24-07-2024,06-08-2024,
CLM500303,306-55-2070,23,Karen Hernandez,P00021,PR007,Humana,33421,0,Denied,17-05-2024,05-06-2024,,Incorrect Member ID
CLM500304,512-28-3290,87,Andrew Moore,P00238,PR012,EyeMed,19302,16869,Approved,16-09-2024,30-09-2024,10-10-2024,
CLM500305,149-80-8921,25,Sophia Thomas,P00239,PR014,Anthem,39343,36318,Approved,22-06-2024,28-06-2024,09-07-2024,
CLM500306,375-68-6000,33,Emily Martinez,P00202,PR009,Vision Service Plan,18296,15763,Approved,16-01-2024,22-01-2024,01-02-2024,
CLM500307,761-37-9420,46,Karen Martinez,P00050,PR007,Humana,37403,25851,Approved,07-07-2024,18-07-2024,10-08-2024,
CLM500308,385-42-9194,64,Sophia Taylor,P00189,PR009,Vision Service Plan,50659,42405,Approved,06-04-2024,13-04-2024,22-04-2024,
CLM500309,903-31-3964,60,William Lopez,P00138,PR007,Humana,52696,36080,Approved,19-04-2024,27-04-2024,27-05-2024,
CLM500310,370-81-7579,88,Andrew Thomas,P00240,PR013,Superior Vision,18227,17564,Approved,07-06-2024,18-06-2024,06-07-2024,
CLM500311,512-28-3290,70,Andrew Moore,P00238,PR015,Molina Healthcare,12449,11713,Approved,29-01-2024,10-02-2024,25-02-2024,
CLM500312,560-70-8197,73,Rosie Lopez,P00241,PR011,Spectera,39746,30801,Approved,19-06-2024,01-07-2024,14-07-2024,
CLM500313,752-38-8374,89,Sarah Davis,P00242,PR006,Blue Cross Blue Shield,30712,0,Denied,12-02-2024,16-02-2024,,Pre-Authorization Required
CLM500314,451-61-5346,29,Linda Garcia,P00149,PR007,Humana,24049,15817,Approved,02-08-2024,17-08-2024,09-09-2024,
CLM500315,901-17-7733,44,Barbara Anderson,P00243,PR002,Medicaid,8758,7672,Approved,26-01-2024,30-01-2024,10-02-2024,
CLM500316,145-96-2684,67,Sarah Brown,P00244,PR014,Anthem,42757,37980,Approved,17-08-2024,27-08-2024,09-09-2024,
CLM500317,267-25-2794,65,James Taylor,P00245,PR008,Kaiser Permanente,40898,30727,Approved,29-02-2024,12-03-2024,20-03-2024,
CLM500318,841-10-1640,48,Michael Taylor,P00246,PR003,Aetna,12380,9610,Approved,18-10-2024,24-10-2024,01-11-2024,
CLM500319,653-39-8152,29,Mary Wilson,P00247,PR013,Superior Vision,55214,0,Denied,20-08-2024,28-08-2024,,Invalid CPT Code
CLM500320,424-38-3105,46,Richard Thomas,P00163,PR011,Spectera,33799,28454,Approved,23-04-2024,29-04-2024,13-05-2024,
CLM500321,997-83-4031,52,Robert Moore,P00172,PR002,Medicaid,58059,57329,Approved,30-06-2024,13-07-2024,26-07-2024,
CLM500322,289-18-5266,54,David Jones,P00248,PR002,Medicaid,34424,23353,Approved,01-02-2024,08-02-2024,05-03-2024,
CLM500323,514-27-7433,22,Michael Hernandez,P00249,PR011,Spectera,20749,14387,Approved,01-05-2024,06-05-2024,18-05-2024,
CLM500324,429-36-2741,89,Rosie Ramore,P00250,PR004,Cigna,17194,0,Denied,09-06-2024,21-06-2024,,Missing Documentation
CLM500325,770-75-1346,79,Daniel Martin,P00052,PR007,Humana,23937,21617,Approved,15-08-2024,27-08-2024,22-09-2024,
CLM500326,263-28-1595,59,Sarah Jackson,P00109,PR013,Superior Vision,21332,16313,Approved,22-05-2024,06-06-2024,26-06-2024,
CLM500327,141-86-5310,44,Thomas Moore,P00251,PR007,Humana,20502,15764,Approved,06-02-2024,16-02-2024,07-03-2024,
CLM500328,465-56-2336,76,Mark Gonzalez,P00211,PR008,Kaiser Permanente,4725,3958,Approved,05-08-2024,19-08-2024,26-08-2024,
CLM500329,424-21-8347,55,Susan Hernandez,P00252,PR004,Cigna,54001,42012,Approved,27-08-2024,02-09-2024,27-09-2024,
CLM500330,375-27-3819,43,Anthony Jackson,P00253,PR015,Molina Healthcare,20408,18836,Approved,04-09-2024,12-09-2024,20-09-2024,
CLM500331,767-23-6111,48,Richard Jackson,P00254,PR014,Anthem,42707,40312,Approved,22-01-2024,09-02-2024,20-02-2024,
CLM500332,909-19-7215,73,Daniel Wilson,P00255,PR003,Aetna,27746,27428,Approved,11-04-2024,01-05-2024,23-05-2024,
CLM500333,750-56-3336,51,Emily Smith,P00053,PR015,Molina Healthcare,54682,41415,Approved,21-06-2024,10-07-2024,22-07-2024,
CLM500334,194-54-8717,58,Patricia Johnson,P00256,PR005,UnitedHealthcare,17564,14945,Approved,29-06-2024,13-07-2024,23-07-2024,
CLM500335,314-33-5497,42,Sarah Martinez,P00257,PR004,Cigna,50540,46745,Approved,24-03-2024,12-04-2024,12-05-2024,
CLM500336,816-62-5237,76,Paul Ramore,P00258,PR007,Humana,9030,0,Denied,06-03-2024,18-03-2024,,Incorrect Member ID
CLM500337,721-78-9050,59,Barbara Taylor,P00034,PR013,Superior Vision,44429,0,Denied,05-06-2024,13-06-2024,,Incorrect Member ID
CLM500338,957-41-8517,48,Sophia Jones,P00259,PR008,Kaiser Permanente,50830,0,Denied,28-07-2024,05-08-2024,,Timely Filing Limit Exceeded
CLM500339,428-89-2599,55,Isabella Johnson,P00260,PR007,Humana,19174,18329,Approved,27-03-2024,16-04-2024,25-04-2024,
CLM500340,227-12-8424,61,Isabella Williams,P00004,PR007,Humana,5511,4603,Approved,10-02-2024,16-02-2024,01-03-2024,
CLM500341,739-30-3508,24,William Smith,P00056,PR006,Blue Cross Blue Shield,3143,2927,Approved,09-03-2024,20-03-2024,11-04-2024,
CLM500342,484-84-8923,87,Jennifer Brown,P00261,PR003,Aetna,42082,37364,Approved,15-08-2024,03-09-2024,13-09-2024,
CLM500343,940-29-6463,72,David Davis,P00262,PR007,Humana,23002,0,Denied,12-05-2024,25-05-2024,,Pre-Authorization Required
CLM500344,289-18-5266,88,David Jones,P00248,PR006,Blue Cross Blue Shield,43792,0,Denied,28-07-2024,14-08-2024,,Invalid CPT Code
CLM500345,122-11-8492,72,Susan Garcia,P00263,PR009,Vision Service Plan,10516,0,Denied,27-06-2024,09-07-2024,,Timely Filing Limit Exceeded
CLM500346,906-72-8862,86,Daniel Ramore,P00264,PR012,EyeMed,37444,30301,Approved,16-10-2024,21-10-2024,14-11-2024,
CLM500347,622-21-1354,77,Thomas Miller,P00265,PR012,EyeMed,2827,2212,Approved,21-02-2024,05-03-2024,25-03-2024,
CLM500348,961-46-5638,55,Mary Lopez,P00088,PR012,EyeMed,32016,0,Denied,22-09-2024,12-10-2024,,Missing Documentation
CLM500349,538-67-7589,68,Anthony Gonzalez,P00266,PR013,Superior Vision,28278,18606,Approved,01-10-2024,16-10-2024,27-10-2024,
CLM500350,944-88-6771,86,Matthew Taylor,P00267,PR015,Molina Healthcare,19445,16178,Approved,13-08-2024,20-08-2024,18-09-2024,
CLM500351,369-48-9945,18,Elizabeth Martinez,P00268,PR004,Cigna,10646,8846,Approved,07-10-2024,25-10-2024,11-11-2024,
CLM500352,972-84-7899,48,Emily Davis,P00015,PR005,UnitedHealthcare,46549,46283,Approved,17-06-2024,21-06-2024,18-07-2024,
CLM500353,997-83-4031,35,Robert Moore,P00172,PR006,Blue Cross Blue Shield,58293,0,Denied,19-08-2024,07-09-2024,,Coverage Not Eligible
CLM500354,225-57-4935,64,Susan Wilson,P00269,PR009,Vision Service Plan,5198,3918,Approved,20-09-2024,07-10-2024,29-10-2024,
CLM500355,777-77-9933,48,Joseph Lopez,P00270,PR005,UnitedHealthcare,15195,10917,Approved,15-08-2024,23-08-2024,02-09-2024,
CLM500356,118-14-6886,51,Susan Miller,P00271,PR001,Medicare,14124,0,Denied,30-09-2024,05-10-2024,,Invalid CPT Code
CLM500357,728-14-7382,37,John Lopez,P00272,PR012,EyeMed,56386,43965,Approved,09-04-2024,14-04-2024,24-04-2024,
CLM500358,782-35-8927,77,Andrew Smith,P00198,PR010,Davis Vision,57757,56569,Approved,18-05-2024,03-06-2024,25-06-2024,
CLM500359,448-84-2129,89,Robert Williams,P00273,PR009,Vision Service Plan,26519,17655,Approved,02-10-2024,16-10-2024,27-10-2024,
CLM500360,894-83-5117,25,Patricia Taylor,P00274,PR001,Medicare,49900,37697,Approved,24-01-2024,08-02-2024,24-02-2024,
CLM500361,547-12-9711,41,Rosie Thomas,P00199,PR009,Vision Service Plan,50383,48715,Approved,29-08-2024,15-09-2024,30-09-2024,
CLM500362,194-54-8717,81,Patricia Johnson,P00256,PR006,Blue Cross Blue Shield,22125,19243,Approved,27-04-2024,15-05-2024,07-06-2024,
CLM500363,827-20-5420,33,Rosie Anderson,P00094,PR002,Medicaid,19793,0,Denied,23-05-2024,11-06-2024,,Policy Lapsed
CLM500364,976-47-5253,24,Matthew Rodriguez,P00275,PR006,Blue Cross Blue Shield,6922,5786,Approved,09-10-2024,21-10-2024,07-11-2024,
CLM500365,975-54-7308,71,Jennifer Gonzalez,P00276,PR001,Medicare,12076,11921,Approved,03-01-2024,10-01-2024,26-01-2024,
CLM500366,393-11-9392,79,Thomas Williams,P00277,PR006,Blue Cross Blue Shield,54682,50362,Approved,13-09-2024,23-09-2024,16-10-2024,
CLM500367,969-82-8039,83,David Rodriguez,P00278,PR014,Anthem,45420,35853,Approved,01-08-2024,09-08-2024,24-08-2024,
CLM500368,957-41-8517,69,Sophia Jones,P00259,PR014,Anthem,27840,25815,Approved,28-07-2024,04-08-2024,11-08-2024,
CLM500369,649-86-4957,53,Emily Johnson,P00162,PR011,Spectera,17956,13190,Approved,01-02-2024,13-02-2024,09-03-2024,
CLM500370,340-17-7149,54,Sarah Williams,P00279,PR012,EyeMed,59696,40912,Approved,10-04-2024,14-04-2024,07-05-2024,
CLM500371,120-92-8453,65,Matthew Davis,P00054,PR004,Cigna,22853,0,Denied,06-10-2024,17-10-2024,,Missing Documentation
